id,A,B,C,D,E,F,G,H,I,J,K
17188,60,90,60,60,90,40,30,60,50,50,60
17189,60,90,60,60,90,40,30,60,50,50,60
17190,60,90,60,60,90,40,30,60,50,50,60
17191,60,90,60,60,90,40,40,50,50,50,60
17192,60,90,60,60,90,40,40,60,50,50,60
17193,60,90,60,60,80,40,40,60,50,50,60
17194,60,90,60,50,80,40,40,60,50,50,60
17195,60,80,50,50,80,40,40,60,50,50,60
17196,60,80,50,50,80,40,40,60,50,50,60
17197,60,90,60,60,80,40,40,60,50,50,60
17198,60,90,60,50,80,40,40,60,50,50,60
17199,60,90,60,50,80,40,40,60,50,50,60
17200,60,90,60,50,90,40,40,60,60,60,60
17201,60,90,60,50,90,40,40,60,50,50,50
17202,60,90,60,60,90,40,40,60,50,50,50
17203,60,90,60,60,90,40,40,60,60,60,50
17204,60,90,60,60,90,40,40,60,60,60,50
17205,60,90,60,60,90,40,40,60,60,60,50
17206,60,90,60,60,90,40,40,60,60,60,60
17207,60,90,60,60,90,40,40,60,60,60,50
17208,60,90,60,60,90,40,40,60,60,60,50
17209,60,90,60,60,90,40,50,60,60,60,60
17210,60,90,60,60,90,40,50,50,60,60,60
17211,60,90,60,60,110,40,50,60,60,60,60
17212,60,90,60,60,100,40,50,60,60,60,50
17213,60,90,60,60,100,50,50,60,60,60,50
17214,60,100,70,70,120,50,50,60,50,50,60
17215,60,100,70,60,120,50,50,50,50,50,60
17216,60,100,70,60,120,50,50,50,50,50,60
17217,60,100,70,70,120,50,50,50,50,50,60
17218,60,100,70,70,120,50,50,50,50,50,60
17219,60,100,70,70,110,50,50,50,50,50,60
17220,60,90,70,60,110,50,50,50,40,40,60
17221,60,90,70,70,120,50,50,60,50,50,60
17222,60,90,70,70,110,60,50,60,50,50,60
17223,60,90,70,70,110,60,50,60,50,50,60
17224,60,90,70,70,110,60,50,60,50,50,60
17225,60,90,70,70,110,60,50,60,50,50,60
17226,60,90,70,70,110,60,50,60,50,50,60
17227,60,90,70,70,110,60,60,60,50,50,70
17228,60,90,70,70,110,60,60,50,50,50,70
17229,60,90,70,70,110,60,60,70,50,50,70
17230,60,90,70,70,110,60,60,60,50,50,70
17231,60,80,70,70,110,60,60,60,50,50,70
17232,60,80,70,70,110,60,60,60,50,50,70
17233,60,80,70,80,110,70,60,60,60,60,70
17234,60,80,80,80,110,70,60,60,60,60,70
17235,60,80,80,80,110,70,60,60,60,60,70
17236,60,80,80,80,100,70,60,60,60,60,70
17237,60,80,80,80,110,70,60,60,60,60,70
17238,60,80,80,80,110,70,60,60,60,60,70
17239,60,80,80,80,110,70,70,60,60,60,70
17240,60,80,80,80,110,70,70,60,60,60,90
17241,60,80,80,80,110,70,70,60,60,60,90
17242,60,80,80,80,110,70,70,60,60,60,90
17243,60,80,80,90,110,70,70,60,60,60,90
17244,60,80,80,90,110,70,70,60,60,60,90
17245,60,90,80,90,110,80,70,60,60,60,90
17246,60,90,90,90,110,80,70,60,60,60,90
17247,60,90,90,90,110,80,70,60,60,60,90
17248,60,90,90,100,110,80,70,60,60,60,90
17249,60,90,90,100,110,80,70,60,60,60,90
17250,60,90,90,110,110,80,70,60,60,60,90
17251,70,90,90,110,110,80,70,60,60,60,90
17252,80,100,90,120,110,80,70,60,60,60,90
17253,80,100,90,120,110,80,70,60,60,60,90
17254,90,100,90,120,110,90,70,100,60,60,90
17255,80,100,90,110,110,80,70,100,60,60,90
17256,70,100,90,110,110,80,70,60,60,60,90
17257,80,100,90,110,110,80,70,60,60,60,90
17258,90,100,90,120,110,80,70,100,60,60,100
17259,100,100,90,120,120,90,70,50,80,80,90
17260,110,100,90,120,120,80,70,50,80,80,90
17261,100,100,90,110,120,80,80,50,80,80,90
17262,110,100,90,110,120,80,80,50,80,80,100
17263,120,100,90,110,120,80,80,50,80,80,100
17264,110,100,90,110,120,80,80,50,80,80,110
17265,110,100,90,120,120,90,80,100,80,80,110
17266,120,100,90,120,120,90,80,50,100,100,110
17267,120,100,100,120,120,90,80,60,60,60,100
17268,110,100,100,120,120,90,70,50,60,60,100
17269,110,100,100,120,120,90,80,60,60,60,110
17270,90,100,90,120,120,90,80,60,60,60,110
17271,100,100,90,120,120,90,70,60,60,60,90
17272,100,100,90,120,120,90,70,60,60,60,90
17273,100,100,90,110,120,80,70,60,90,90,110
17274,100,100,90,110,120,80,70,60,90,90,110
17275,90,100,90,110,120,80,70,60,90,90,110
17276,100,100,90,110,120,80,70,60,90,90,110
17277,90,100,90,100,120,80,70,60,90,90,110
17278,80,90,90,100,120,80,70,60,90,90,110
17279,70,90,90,90,120,70,70,90,90,90,110
17280,60,100,80,80,120,70,70,60,90,90,90
17281,60,90,70,80,130,70,70,80,90,90,90
17282,60,90,70,80,130,80,70,100,90,90,90
17283,60,90,80,80,130,80,70,100,90,90,90
17284,70,90,80,90,130,80,80,90,90,90,90
17285,60,90,80,90,130,80,80,90,90,90,90
17286,70,90,80,90,130,80,80,90,90,90,90
17287,70,90,80,90,120,80,80,90,120,120,120
17288,80,80,70,80,100,80,80,90,120,120,120
17289,70,80,80,90,110,80,80,90,120,120,90
17290,70,80,70,90,110,80,80,90,120,120,90
17291,70,90,70,80,110,80,70,100,120,120,90
17292,60,90,70,80,110,80,70,90,120,120,90
17293,60,80,70,80,100,80,70,90,120,120,90
17294,60,80,70,70,100,80,70,100,120,120,90
17295,60,80,70,70,100,80,70,100,120,120,90
17296,60,80,70,70,100,80,70,100,120,120,90
17297,60,80,60,70,90,70,70,100,120,120,90
17298,60,90,60,60,90,70,70,90,100,100,90
17299,60,90,60,60,90,80,60,100,100,100,90
17300,60,90,60,60,100,80,60,100,100,100,90
17301,60,90,60,60,100,80,60,90,90,90,90
17302,60,90,60,60,100,80,60,90,100,100,90
17303,60,100,60,60,100,80,60,90,100,100,90
17304,60,100,60,60,90,80,60,90,100,100,90
17305,50,90,60,60,100,80,60,90,100,100,90
17306,60,100,60,60,100,80,60,100,100,100,90
17307,60,90,60,60,100,80,60,100,100,100,90
17308,60,90,60,60,100,80,60,100,100,100,90
17309,60,90,60,60,110,80,70,100,100,100,90
17310,70,90,70,70,120,80,70,100,100,100,90
17311,70,90,70,70,120,70,70,60,60,60,60
17312,60,90,70,70,120,70,70,60,60,60,60
17313,60,90,70,70,120,70,70,60,60,60,60
17314,60,90,70,70,120,70,70,70,60,60,60
17315,60,90,70,70,120,70,70,60,60,60,60
17316,60,90,70,70,120,70,70,60,60,60,60
17317,60,90,70,70,120,60,70,60,60,60,60
17318,50,90,70,70,120,60,70,60,60,60,60
17319,60,90,70,70,120,60,70,70,60,60,60
17320,60,90,70,70,120,60,70,60,60,60,60
17321,50,90,70,70,120,60,70,60,60,60,60
17322,50,90,70,70,120,60,70,60,60,60,60
17323,60,80,60,50,80,40,30,60,50,50,60
17324,60,80,60,50,80,40,30,60,60,60,60
17325,60,80,60,50,80,40,30,60,60,60,60
17326,60,80,60,50,80,40,30,60,50,50,60
17327,60,80,60,50,80,40,30,60,60,60,60
17328,60,80,50,50,80,40,30,60,60,60,60
17329,60,80,60,50,80,40,30,60,60,60,60
17330,60,80,60,50,80,40,30,60,60,60,60
17331,60,70,50,50,80,40,30,60,50,50,60
17332,60,70,50,50,80,40,30,60,50,50,60
17333,60,70,50,50,80,40,30,60,50,50,60
17334,60,70,50,50,70,40,30,60,50,50,60
17335,60,70,50,50,80,50,40,60,50,50,60
17336,60,70,50,50,70,40,40,60,50,50,60
17337,60,70,50,50,70,40,40,60,50,50,60
17338,60,70,50,50,80,40,40,60,50,50,60
17339,60,70,50,50,70,40,40,60,50,50,60
17340,60,70,50,50,70,40,40,60,50,50,60
17341,60,70,50,50,80,40,40,60,60,60,60
17342,60,70,50,50,80,40,40,60,50,50,60
17343,60,70,50,50,80,40,40,60,50,50,60
17344,60,70,50,60,80,40,40,60,50,50,60
17345,60,70,50,50,80,40,40,60,50,50,60
17346,60,70,50,60,80,40,40,60,50,50,60
17347,60,70,50,60,80,50,40,60,50,50,60
17348,60,70,50,60,80,50,40,60,50,50,60
17349,60,70,50,60,80,50,40,60,50,50,60
17350,60,70,50,60,80,50,40,60,50,50,60
17351,60,70,50,60,80,50,40,60,50,50,60
17352,60,70,50,60,80,50,40,60,50,50,60
17353,60,70,50,60,80,50,50,60,50,50,60
17354,60,70,60,60,80,50,50,60,60,60,60
17355,60,70,60,60,80,40,50,60,60,60,60
17356,60,70,60,60,80,40,50,60,60,60,60
17357,60,70,60,60,90,40,50,60,60,60,60
17358,60,80,70,70,100,40,50,60,60,60,60
17359,60,90,60,60,100,40,50,60,60,60,60
17360,60,90,60,60,100,40,50,60,60,60,60
17361,60,90,70,60,100,40,50,60,60,60,60
17362,60,90,70,60,100,50,50,60,60,60,60
17363,60,90,70,60,100,50,50,60,50,50,60
17364,60,80,70,70,100,50,50,60,50,50,60
17365,60,80,70,70,110,60,50,60,50,50,60
17366,60,80,70,70,110,60,50,30,50,50,60
17367,60,80,70,70,110,60,50,50,50,50,60
17368,60,80,70,70,110,60,50,60,60,60,60
17369,60,80,70,70,110,60,50,60,60,60,60
17370,60,80,80,80,110,60,50,60,60,60,60
17371,60,80,80,80,110,70,60,60,60,60,60
17372,60,80,80,80,110,70,60,60,60,60,60
17373,50,80,80,80,110,70,60,50,50,50,60
17374,50,90,80,80,120,70,60,60,70,70,60
17375,70,90,80,80,120,70,60,60,70,70,60
17376,60,90,80,80,120,70,60,60,90,90,60
17377,70,90,80,90,120,70,60,70,90,90,60
17378,70,90,90,90,110,70,60,70,80,80,60
17379,60,80,90,90,100,70,60,70,80,80,90
17380,70,70,90,90,100,70,60,70,80,80,100
17381,70,70,80,100,100,70,60,50,80,80,100
17382,70,70,80,90,100,70,60,50,80,80,100
17383,100,80,90,100,100,70,60,60,80,80,100
17384,100,80,90,100,100,70,60,60,80,80,100
17385,90,70,80,100,100,70,60,60,80,80,100
17386,100,80,90,100,100,70,60,60,80,80,100
17387,150,130,100,110,120,70,60,60,80,80,100
17388,130,110,90,110,110,70,60,60,80,80,100
17389,170,180,140,120,150,70,70,100,80,80,100
17390,180,200,150,120,170,70,70,70,80,80,100
17391,180,180,140,120,150,70,70,60,80,80,100
17392,170,170,130,120,140,70,60,100,80,80,90
17393,170,170,130,120,140,70,60,60,80,80,90
17394,160,160,120,110,130,70,60,60,80,80,100
17395,160,140,110,110,120,70,60,60,80,80,90
17396,150,130,100,110,120,70,60,100,80,80,90
17397,140,110,90,110,110,60,60,60,80,80,90
17398,140,110,90,110,110,60,60,60,60,60,90
17399,130,100,90,110,110,60,60,60,60,60,90
17400,130,100,90,110,110,60,60,60,60,60,90
17401,140,100,90,110,110,70,70,60,80,80,90
17402,140,110,90,110,110,70,70,50,80,80,90
17403,150,110,100,110,110,70,70,90,80,80,90
17404,150,120,100,110,110,70,70,50,80,80,90
17405,140,110,90,110,110,70,70,90,80,80,90
17406,140,100,90,110,110,70,70,90,90,90,90
17407,130,100,90,100,110,70,70,90,90,90,90
17408,140,100,90,110,110,80,70,90,90,90,90
17409,130,100,90,110,110,80,70,90,90,90,90
17410,130,100,90,110,110,80,70,90,90,90,90
17411,130,100,90,110,110,70,70,90,90,90,90
17412,130,100,90,110,110,70,70,90,90,90,90
17413,130,100,90,110,120,80,70,90,90,90,90
17414,130,100,90,110,120,80,70,90,90,90,90
17415,130,100,90,110,120,80,70,90,90,90,90
17416,120,90,90,100,120,70,70,90,90,90,90
17417,100,90,90,90,120,70,70,90,90,90,90
17418,80,90,80,80,120,70,70,90,90,90,90
17419,70,90,70,80,130,70,70,90,90,90,90
17420,70,90,70,80,130,70,70,90,90,90,90
17421,70,90,70,80,130,70,70,90,90,90,90
17422,70,90,70,70,120,70,70,90,90,90,90
17423,70,90,70,70,110,70,70,90,90,90,90
17424,70,80,70,70,110,70,70,90,90,90,90
17425,70,80,60,70,100,80,60,90,90,90,90
17426,70,80,60,60,90,80,60,90,90,90,90
17427,70,80,60,60,90,80,60,90,110,110,90
17428,70,80,60,60,90,80,60,90,110,110,90
17429,70,80,60,60,100,80,60,90,110,110,90
17430,70,80,60,60,100,80,60,90,90,90,90
17431,70,80,60,60,90,80,50,90,90,90,90
17432,70,80,60,60,100,80,60,90,90,90,90
17433,70,80,60,60,110,80,60,90,90,90,90
17434,70,80,70,70,110,80,60,90,90,90,90
17435,70,80,70,70,110,90,60,90,90,90,90
17436,60,80,70,70,110,90,60,90,90,90,90
17437,70,90,70,70,120,80,60,90,90,90,90
17438,70,90,70,80,120,80,60,90,90,90,90
17439,60,90,70,70,120,80,60,90,90,90,90
17440,70,80,60,70,110,80,60,90,90,90,90
17441,70,80,60,70,110,80,60,100,90,90,90
17442,70,80,60,60,100,80,60,90,90,90,90
17443,60,80,60,60,100,80,60,90,90,90,90
17444,70,80,60,60,100,80,60,100,90,90,90
17445,60,80,60,60,110,80,60,100,110,110,90
17446,60,90,60,70,110,80,60,100,110,110,90
17447,60,90,70,70,120,80,60,100,110,110,90
17448,60,90,70,70,120,80,60,100,100,100,90
17449,60,90,70,70,120,70,60,100,100,100,90
17450,60,90,70,70,130,70,60,100,100,100,90
17451,60,90,70,70,130,70,60,100,100,100,90
17452,60,90,70,80,130,70,70,90,100,100,90
17453,60,90,70,80,130,80,70,90,90,90,90
17454,60,90,70,80,120,80,70,100,90,90,90
17455,60,90,70,80,120,70,70,100,90,90,60
17456,60,90,70,80,130,70,70,60,90,90,60
17457,60,90,70,80,130,70,70,60,90,90,60
17458,60,90,80,80,120,70,70,60,60,60,60
17459,60,90,80,80,120,80,70,60,60,60,60
17460,60,90,80,90,120,80,70,60,60,60,60
17461,70,90,90,90,120,70,70,60,60,60,60
17462,60,90,90,90,110,70,70,60,60,60,60
17463,60,90,90,90,110,70,70,60,60,60,60
17464,60,80,90,90,110,70,70,60,60,60,60
17465,60,80,90,90,110,70,70,60,60,60,60
17466,60,80,90,90,100,70,70,60,60,60,60
17467,60,60,50,70,70,40,30,60,60,60,50
17468,60,60,50,60,60,40,30,60,60,60,50
17469,70,60,50,60,60,40,30,60,60,60,50
17470,70,60,50,60,60,40,30,50,60,60,60
17471,70,60,50,50,60,40,30,50,50,50,60
17472,70,60,50,50,60,40,30,40,50,50,60
17473,70,60,50,50,60,40,40,60,60,60,60
17474,70,60,50,50,60,40,40,60,60,60,60
17475,70,60,50,50,60,40,30,60,60,60,60
17476,70,60,50,50,60,40,30,60,60,60,60
17477,70,60,50,50,60,40,30,60,60,60,60
17478,70,60,50,50,60,40,30,60,60,60,60
17479,70,60,50,50,60,40,40,60,60,60,60
17480,70,60,50,50,60,40,40,60,60,60,60
17481,70,60,50,50,60,40,40,60,60,60,60
17482,70,60,50,50,60,40,40,60,60,60,60
17483,70,60,50,50,60,40,40,60,60,60,60
17484,70,60,50,50,60,40,40,60,60,60,60
17485,70,60,50,50,60,40,40,60,60,60,60
17486,70,60,50,50,60,40,40,60,60,60,60
17487,70,60,60,50,60,40,40,60,60,60,60
17488,70,60,60,50,60,40,40,60,60,60,60
17489,70,70,60,60,60,40,40,60,60,60,60
17490,70,70,60,50,60,40,40,60,60,60,60
17491,70,70,60,60,60,40,50,60,60,60,60
17492,70,70,60,60,60,40,50,60,60,60,60
17493,70,70,60,60,60,40,50,60,60,60,60
17494,70,70,60,50,60,40,50,60,60,60,60
17495,70,70,60,60,60,40,50,60,60,60,60
17496,70,70,60,50,60,40,50,60,60,60,60
17497,70,70,60,60,60,40,50,60,60,60,60
17498,70,70,60,60,60,40,50,60,60,60,60
17499,70,70,60,60,60,40,50,60,60,60,60
17500,70,70,60,60,60,40,50,60,60,60,60
17501,70,70,50,60,60,40,50,60,60,60,60
17502,60,60,50,50,60,40,50,60,60,60,60
17503,60,70,60,60,80,40,50,60,60,60,60
17504,60,70,50,50,70,40,50,60,60,60,60
17505,60,70,50,50,80,40,50,60,60,60,60
17506,60,70,50,50,80,40,50,60,60,60,60
17507,60,70,50,60,80,50,50,60,60,60,60
17508,60,70,50,60,80,50,50,50,60,60,60
17509,60,70,60,60,80,60,60,60,60,60,60
17510,60,70,60,60,90,60,60,60,60,60,60
17511,60,70,60,60,90,60,60,60,60,60,60
17512,60,70,60,70,100,60,60,60,60,60,120
17513,60,70,60,60,80,60,60,60,60,60,60
17514,60,70,60,70,80,60,60,60,60,60,60
17515,60,70,60,70,90,60,60,60,60,60,60
17516,60,70,60,80,90,60,60,60,70,70,60
17517,60,70,60,80,90,60,60,60,70,70,60
17518,60,70,60,80,90,60,60,50,70,70,60
17519,60,70,60,80,90,60,60,50,70,70,60
17520,60,70,60,90,90,60,60,50,90,90,60
17521,60,70,70,90,90,60,70,70,80,80,100
17522,70,80,90,100,100,70,70,60,80,80,100
17523,60,70,70,90,90,70,70,60,80,80,100
17524,60,70,70,90,90,70,60,60,80,80,100
17525,60,70,70,90,90,70,60,60,50,50,100
17526,60,70,80,90,90,70,60,60,50,50,100
17527,60,70,80,90,90,70,70,60,60,60,100
17528,60,70,80,90,90,70,70,60,60,60,100
17529,60,70,80,80,100,70,70,60,60,60,100
17530,60,70,80,80,90,70,70,60,60,60,100
17531,70,80,90,90,110,70,70,60,60,60,100
17532,60,70,80,80,100,70,70,60,60,60,100
17533,60,80,80,80,100,70,70,60,60,60,90
17534,60,80,80,80,100,70,70,60,60,60,90
17535,60,80,80,80,100,70,70,60,60,60,90
17536,60,80,80,80,100,70,70,60,60,60,90
17537,60,80,80,80,100,70,70,60,60,60,90
17538,60,80,80,80,100,70,70,60,60,60,90
17539,60,80,80,80,100,70,70,60,80,80,90
17540,60,80,80,80,110,70,70,90,80,80,90
17541,100,90,90,100,120,70,70,90,80,80,90
17542,70,80,90,80,100,70,70,60,80,80,90
17543,70,80,80,80,100,70,70,60,80,80,90
17544,60,80,80,80,100,70,70,50,80,80,90
17545,60,80,80,80,110,70,70,70,80,80,90
17546,60,80,80,80,110,70,70,60,90,90,90
17547,60,90,80,80,110,70,70,90,80,80,90
17548,60,90,80,80,110,70,70,90,90,90,90
17549,60,90,80,80,110,70,70,90,90,90,90
17550,60,80,80,80,110,70,70,90,90,90,90
17551,70,90,80,80,110,70,70,90,90,90,90
17552,70,90,90,80,110,80,70,90,90,90,90
17553,70,90,90,90,110,80,70,90,90,90,90
17554,80,90,90,90,110,80,70,60,90,90,90
17555,80,90,90,100,110,80,70,60,80,80,90
17556,70,90,90,90,110,80,70,60,80,80,90
17557,80,90,90,100,110,80,70,90,90,90,90
17558,80,90,90,100,110,80,70,60,90,90,90
17559,80,90,90,100,100,80,70,60,90,90,90
17560,60,90,90,90,110,80,70,60,90,90,90
17561,60,90,80,80,110,80,70,90,90,90,90
17562,60,90,80,80,110,80,70,90,90,90,90
17563,60,90,80,80,110,80,70,60,90,90,90
17564,60,90,80,80,110,80,70,60,90,90,90
17565,60,90,80,80,110,80,70,60,90,90,90
17566,60,90,80,80,110,80,70,60,90,90,90
17567,70,90,70,70,120,80,70,60,90,90,90
17568,70,90,80,80,110,80,70,90,90,90,90
17569,90,90,80,80,110,80,70,90,90,90,90
17570,80,90,80,80,110,80,70,100,90,90,90
17571,90,80,80,80,110,80,70,100,90,90,90
17572,90,80,80,90,110,80,70,90,90,90,90
17573,80,80,80,90,110,70,70,90,90,90,90
17574,80,70,70,80,90,70,70,90,90,90,90
17575,110,80,80,80,100,70,70,90,90,90,90
17576,90,70,70,70,90,70,70,90,90,90,90
17577,90,70,70,80,80,70,70,90,90,90,90
17578,80,70,70,80,90,70,70,90,90,90,90
17579,80,80,70,80,100,70,70,90,120,120,90
17580,80,80,70,80,100,70,70,90,120,120,90
17581,80,80,70,80,110,80,70,100,120,120,90
17582,70,80,70,80,110,80,70,100,120,120,90
17583,70,80,70,80,110,80,70,90,120,120,90
17584,70,90,70,80,120,80,70,90,90,90,90
17585,70,90,70,70,120,80,70,90,90,90,90
17586,70,90,70,70,120,80,70,90,90,90,90
17587,70,90,70,70,120,80,60,90,120,120,90
17588,60,90,70,70,120,80,60,90,110,110,90
17589,70,90,70,70,120,80,60,100,110,110,90
17590,60,90,70,70,130,80,60,100,110,110,90
17591,60,90,70,70,130,80,60,100,110,110,90
17592,60,90,70,70,130,80,60,100,110,110,90
17593,60,90,70,70,130,80,60,90,110,110,90
17594,60,90,70,70,130,80,60,100,110,110,90
17595,60,90,70,70,120,80,60,100,110,110,90
17596,60,90,60,70,120,70,60,100,100,100,90
17597,60,90,60,60,120,70,60,100,100,100,90
17598,60,90,60,60,120,70,60,100,100,100,90
17599,60,90,60,60,110,60,60,60,60,60,60
17600,60,90,60,60,120,60,60,60,60,60,60
17601,60,90,60,70,120,60,60,60,60,60,60
17602,60,90,70,70,120,60,60,100,80,80,60
17603,60,90,70,70,120,70,60,60,80,80,60
17604,60,90,70,70,120,70,60,60,60,60,60
17605,60,90,70,70,120,60,70,70,60,60,60
17606,60,90,70,70,130,60,70,70,60,60,60
17607,60,90,70,70,130,60,70,60,60,60,60
17608,60,90,70,70,130,60,70,60,60,60,60
17609,60,90,70,70,130,60,70,60,60,60,60
17610,60,90,70,70,130,60,70,60,60,60,60
17611,60,80,60,60,90,40,30,60,60,60,60
17612,60,70,60,60,80,40,30,60,50,50,60
17613,60,70,60,60,80,40,30,50,50,50,60
17614,60,70,50,60,80,40,30,40,50,50,60
17615,60,70,50,60,80,40,30,60,50,50,60
17616,60,70,60,60,80,40,30,50,50,50,50
17617,60,70,60,60,80,40,30,60,60,60,50
17618,60,70,60,60,80,40,30,60,50,50,60
17619,60,70,60,60,80,40,30,60,60,60,60
17620,60,70,50,60,80,40,30,60,60,60,60
17621,60,70,50,60,80,40,30,60,60,60,60
17622,60,70,50,60,80,40,30,60,60,60,50
17623,60,80,60,60,80,40,40,60,60,60,60
17624,60,80,60,60,80,40,40,60,60,60,50
17625,60,70,50,50,80,40,40,60,60,60,60
17626,60,70,50,50,80,40,40,60,60,60,60
17627,60,70,50,50,80,40,40,60,60,60,60
17628,60,70,50,50,70,40,40,60,60,60,60
17629,60,70,50,50,70,40,40,60,60,60,60
17630,60,70,50,50,80,40,40,60,60,60,60
17631,60,70,50,50,70,40,40,60,60,60,60
17632,60,70,50,50,70,40,40,60,60,60,60
17633,60,70,50,50,80,40,40,60,60,60,60
17634,60,70,50,50,80,40,40,60,60,60,50
17635,60,70,50,50,80,40,50,60,60,60,50
17636,60,70,50,50,70,40,50,60,60,60,50
17637,60,70,50,50,70,40,50,60,60,60,50
17638,60,70,50,50,70,40,50,60,60,60,50
17639,60,70,50,50,70,40,50,60,60,60,50
17640,60,70,50,50,70,40,50,60,60,60,50
17641,60,70,50,50,70,40,50,60,60,60,50
17642,60,70,50,50,70,40,50,60,60,60,50
17643,60,70,50,50,70,40,50,60,60,60,50
17644,60,70,50,50,70,40,50,60,60,60,50
17645,60,70,50,50,70,40,50,60,60,60,50
17646,60,70,50,50,70,40,50,60,60,60,50
17647,60,70,50,60,70,40,50,60,60,60,60
17648,60,70,50,50,80,40,50,60,60,60,60
17649,60,80,60,60,90,40,50,60,60,60,60
17650,60,80,60,60,90,40,50,60,60,60,60
17651,60,80,60,60,90,40,50,60,60,60,60
17652,60,70,60,60,90,40,50,60,60,60,60
17653,60,70,60,60,90,40,60,60,60,60,60
17654,60,70,60,60,90,40,60,60,50,50,60
17655,60,70,60,60,80,50,60,60,50,50,60
17656,60,70,60,70,80,50,60,60,50,50,60
17657,60,70,60,80,80,60,60,30,50,50,60
17658,60,70,60,80,90,60,60,60,50,50,60
17659,130,90,90,110,120,60,60,60,90,90,60
17660,210,180,130,130,160,70,60,60,70,70,60
17661,250,270,240,160,240,70,60,60,70,70,60
17662,270,300,280,170,310,70,60,60,70,70,60
17663,270,310,280,170,320,70,60,60,60,60,60
17664,280,290,230,170,290,70,60,60,60,60,60
17665,270,280,240,170,290,70,70,60,60,60,100
17666,270,270,230,170,280,70,60,50,60,60,100
17667,260,260,200,160,250,70,60,50,60,60,100
17668,250,240,170,150,230,70,60,60,60,60,100
17669,190,190,120,130,170,70,60,60,60,60,100
17670,180,170,120,130,170,70,60,60,60,60,100
17671,150,130,100,120,150,70,70,60,60,60,100
17672,150,130,100,120,150,70,70,60,60,60,100
17673,150,130,100,120,150,70,70,60,60,60,100
17674,150,130,100,120,150,70,70,60,60,60,100
17675,140,110,90,120,140,70,70,50,60,60,100
17676,140,120,90,110,150,70,60,50,60,60,100
17677,140,120,90,110,150,70,70,60,60,60,100
17678,140,120,100,110,140,70,70,70,60,60,100
17679,150,130,100,120,140,70,70,60,60,60,100
17680,180,200,150,130,170,70,70,60,60,60,90
17681,210,240,210,150,230,80,70,60,60,60,60
17682,220,250,230,160,240,80,70,60,60,60,60
17683,230,260,240,170,250,80,70,60,60,60,60
17684,240,260,260,170,270,80,70,60,60,60,60
17685,230,250,240,160,240,80,70,60,60,60,60
17686,200,220,190,140,200,70,70,60,60,60,60
17687,180,200,150,130,160,70,70,60,60,60,90
17688,150,130,120,120,130,70,70,60,60,60,90
17689,180,180,160,130,150,70,70,60,60,60,90
17690,200,230,190,140,190,70,70,60,60,60,90
17691,210,250,210,150,220,80,70,60,60,60,60
17692,200,230,190,140,200,80,70,60,60,60,60
17693,180,170,160,130,140,80,70,60,60,60,90
17694,170,120,120,120,120,80,70,60,60,60,60
17695,150,100,100,120,120,80,70,60,90,90,60
17696,100,90,90,110,120,80,70,90,90,90,60
17697,90,90,90,100,130,80,70,90,90,90,60
17698,90,100,90,100,120,80,70,90,90,90,60
17699,140,100,90,110,130,70,70,90,90,90,70
17700,130,100,90,110,120,70,70,90,90,90,60
17701,130,90,90,100,120,70,70,90,90,90,80
17702,130,90,90,110,120,70,70,90,90,90,70
17703,140,100,100,120,120,70,70,90,90,90,70
17704,130,110,110,120,130,70,70,90,90,90,70
17705,130,100,90,110,130,70,70,90,90,90,70
17706,140,90,90,110,120,80,70,90,90,90,70
17707,80,90,80,90,130,80,70,80,90,90,70
17708,100,100,90,100,130,80,70,80,90,90,70
17709,140,100,90,110,120,80,70,80,90,90,70
17710,140,100,90,120,120,80,70,80,90,90,60
17711,140,100,90,110,120,80,70,80,90,90,70
17712,130,100,90,110,130,80,70,80,90,90,70
17713,120,90,80,100,130,80,70,90,90,90,110
17714,120,80,80,90,120,80,70,90,90,90,80
17715,130,80,70,90,110,80,70,100,90,90,70
17716,110,80,70,80,90,80,70,100,90,90,70
17717,110,80,60,70,80,80,70,90,90,90,70
17718,110,80,60,70,80,80,80,100,90,90,90
17719,110,80,60,70,80,80,80,100,90,90,90
17720,110,70,60,70,80,80,80,100,90,90,90
17721,120,70,70,70,80,80,80,100,90,90,110
17722,130,70,70,70,80,80,80,100,90,90,90
17723,110,80,70,80,90,80,80,100,120,120,90
17724,110,70,70,80,90,80,80,100,90,90,100
17725,100,80,70,80,100,80,70,100,90,90,90
17726,100,80,70,80,100,80,80,100,90,90,90
17727,100,80,70,80,110,80,80,90,90,90,90
17728,100,80,70,80,110,80,80,100,90,90,90
17729,100,80,70,80,100,80,80,100,90,90,120
17730,100,80,60,70,90,80,80,100,90,90,120
17731,90,90,60,60,80,80,80,100,120,120,120
17732,80,90,60,60,80,80,70,100,90,90,90
17733,80,90,60,60,80,80,70,100,90,90,90
17734,70,90,60,70,90,80,70,100,90,90,90
17735,60,90,60,70,90,80,70,100,130,130,90
17736,60,90,60,70,90,70,70,100,120,120,120
17737,60,90,60,60,90,80,70,100,120,120,90
17738,60,90,60,60,90,80,70,100,120,120,90
17739,50,100,60,60,90,80,70,100,120,120,90
17740,50,100,60,60,90,80,70,100,100,100,90
17741,60,110,60,60,100,80,70,100,100,100,90
17742,60,110,60,60,100,80,70,100,100,100,90
17743,60,110,60,70,100,80,70,50,100,100,60
17744,60,120,70,60,100,80,70,100,100,100,60
17745,60,120,70,60,100,80,80,100,100,100,60
17746,60,120,70,60,100,80,80,60,100,100,60
