,Entity,Code,Date,Number of tests per confirmed case
3223,Senegal,SEN,"Apr 16, 2020",13.073
3224,Senegal,SEN,"Apr 17, 2020",13.14
3225,Senegal,SEN,"Apr 18, 2020",13.532
3226,Senegal,SEN,"Apr 19, 2020",14.117
3227,Senegal,SEN,"Apr 20, 2020",14.229000000000001
3228,Senegal,SEN,"Apr 21, 2020",15.088
3229,Senegal,SEN,"Apr 22, 2020",14.975999999999999
3230,Senegal,SEN,"Apr 23, 2020",14.835
3231,Senegal,SEN,"Apr 24, 2020",14.790999999999999
3232,Senegal,SEN,"Apr 25, 2020",14.29
3233,Senegal,SEN,"Apr 26, 2020",13.627
3234,Senegal,SEN,"Apr 27, 2020",13.478
3235,Senegal,SEN,"Apr 28, 2020",13.493
3236,Senegal,SEN,"Apr 29, 2020",13.022
3237,Senegal,SEN,"Apr 30, 2020",13.467
3238,Senegal,SEN,"May 1, 2020",13.697000000000001
3239,Senegal,SEN,"May 2, 2020",13.642000000000001
3240,Senegal,SEN,"May 3, 2020",13.255
3241,Senegal,SEN,"May 4, 2020",13.186
3242,Senegal,SEN,"May 5, 2020",12.815
3243,Senegal,SEN,"May 6, 2020",13.145
3244,Senegal,SEN,"May 7, 2020",12.908
3245,Senegal,SEN,"May 8, 2020",12.982000000000001
3246,Senegal,SEN,"May 9, 2020",13.035
3247,Senegal,SEN,"May 10, 2020",13.203
3248,Senegal,SEN,"May 11, 2020",13.16
3249,Senegal,SEN,"May 12, 2020",12.507
3250,Serbia,SRB,"Mar 7, 2020",75.0
3251,Serbia,SRB,"Mar 11, 2020",26.0
3252,Serbia,SRB,"Mar 12, 2020",8.889
3253,Serbia,SRB,"Mar 13, 2020",8.917
3254,Serbia,SRB,"Mar 14, 2020",6.244
3255,Serbia,SRB,"Mar 15, 2020",5.8260000000000005
3256,Serbia,SRB,"Mar 16, 2020",5.473
3257,Serbia,SRB,"Mar 17, 2020",5.877000000000001
3258,Serbia,SRB,"Mar 18, 2020",5.847
3259,Serbia,SRB,"Mar 19, 2020",5.17
3260,Serbia,SRB,"Mar 20, 2020",4.325
3261,Serbia,SRB,"Mar 21, 2020",4.622
3262,Serbia,SRB,"Mar 22, 2020",5.107
3263,Serbia,SRB,"Mar 23, 2020",4.372
3264,Serbia,SRB,"Mar 24, 2020",4.126
3265,Serbia,SRB,"Mar 25, 2020",4.663
3266,Serbia,SRB,"Mar 26, 2020",4.805
3267,Serbia,SRB,"Mar 27, 2020",4.466
3268,Serbia,SRB,"Mar 28, 2020",4.565
3269,Serbia,SRB,"Mar 29, 2020",3.736
3270,Serbia,SRB,"Mar 30, 2020",4.162
3271,Serbia,SRB,"Mar 31, 2020",4.806
3272,Serbia,SRB,"Apr 1, 2020",4.857
3273,Serbia,SRB,"Apr 2, 2020",4.725
3274,Serbia,SRB,"Apr 3, 2020",4.915
3275,Serbia,SRB,"Apr 4, 2020",4.337
3276,Serbia,SRB,"Apr 5, 2020",4.532
3277,Serbia,SRB,"Apr 6, 2020",4.482
3278,Serbia,SRB,"Apr 7, 2020",4.375
3279,Serbia,SRB,"Apr 8, 2020",4.398
3280,Serbia,SRB,"Apr 9, 2020",4.631
3281,Serbia,SRB,"Apr 10, 2020",4.967
3282,Serbia,SRB,"Apr 11, 2020",5.281000000000001
3283,Serbia,SRB,"Apr 12, 2020",5.417999999999999
3284,Serbia,SRB,"Apr 13, 2020",5.774
3285,Serbia,SRB,"Apr 14, 2020",5.772
3286,Serbia,SRB,"Apr 15, 2020",5.885
3287,Serbia,SRB,"Apr 16, 2020",6.047999999999999
3288,Serbia,SRB,"Apr 17, 2020",6.124
3289,Serbia,SRB,"Apr 18, 2020",6.332000000000001
3290,Serbia,SRB,"Apr 19, 2020",6.457000000000001
3291,Serbia,SRB,"Apr 20, 2020",6.617999999999999
3292,Serbia,SRB,"Apr 21, 2020",6.841
3293,Serbia,SRB,"Apr 22, 2020",7.059
3294,Serbia,SRB,"Apr 23, 2020",7.215
3295,Serbia,SRB,"Apr 24, 2020",7.544
3296,Serbia,SRB,"Apr 25, 2020",8.01
3297,Serbia,SRB,"Apr 26, 2020",8.266
3298,Serbia,SRB,"Apr 27, 2020",8.445
3299,Serbia,SRB,"Apr 28, 2020",8.866
3300,Serbia,SRB,"Apr 29, 2020",9.291
3301,Serbia,SRB,"Apr 30, 2020",9.817
3302,Serbia,SRB,"May 1, 2020",10.162
3303,Serbia,SRB,"May 2, 2020",10.498
3304,Serbia,SRB,"May 3, 2020",10.886
3305,Serbia,SRB,"May 4, 2020",11.249
3306,Serbia,SRB,"May 5, 2020",11.644
3307,Serbia,SRB,"May 6, 2020",12.14
3308,Serbia,SRB,"May 7, 2020",12.562000000000001
3309,Serbia,SRB,"May 8, 2020",13.079
3310,Serbia,SRB,"May 9, 2020",13.53
3311,Serbia,SRB,"May 10, 2020",14.014000000000001
3312,Serbia,SRB,"May 11, 2020",14.395999999999999
3313,Serbia,SRB,"May 12, 2020",14.869000000000002
3314,Singapore,SGP,"Apr 7, 2020",34.535
3315,Singapore,SGP,"Apr 14, 2020",20.472
3316,Singapore,SGP,"Apr 20, 2020",12.545
3317,Singapore,SGP,"Apr 27, 2020",7.335
3318,Singapore,SGP,"May 4, 2020",6.785
3324,Slovakia,SVK,"Mar 15, 2020",35.114000000000004
3325,Slovakia,SVK,"Mar 16, 2020",31.361
3326,Slovakia,SVK,"Mar 18, 2020",20.526
3327,Slovakia,SVK,"Mar 19, 2020",22.794
3328,Slovakia,SVK,"Mar 20, 2020",22.008000000000003
3329,Slovakia,SVK,"Mar 21, 2020",23.701
3330,Slovakia,SVK,"Mar 22, 2020",19.601
3331,Slovakia,SVK,"Mar 23, 2020",19.016
3332,Slovakia,SVK,"Mar 26, 2020",26.221999999999998
3333,Slovakia,SVK,"Mar 28, 2020",24.173000000000002
3334,Slovakia,SVK,"Apr 2, 2020",29.355
3335,Slovakia,SVK,"Apr 3, 2020",31.998
3336,Slovakia,SVK,"Apr 4, 2020",33.678000000000004
3337,Slovakia,SVK,"Apr 8, 2020",36.783
3338,Slovakia,SVK,"Apr 9, 2020",34.71
3339,Slovakia,SVK,"Apr 10, 2020",36.87
3340,Slovakia,SVK,"Apr 11, 2020",38.358000000000004
3341,Slovakia,SVK,"Apr 12, 2020",39.492
3342,Slovakia,SVK,"Apr 13, 2020",40.501
3343,Slovakia,SVK,"Apr 14, 2020",40.951
3344,Slovakia,SVK,"Apr 15, 2020",41.266999999999996
3345,Slovakia,SVK,"Apr 16, 2020",43.81100000000001
3346,Slovakia,SVK,"Apr 17, 2020",41.917
3347,Slovakia,SVK,"Apr 18, 2020",42.208
3348,Slovakia,SVK,"Apr 19, 2020",42.915
3349,Slovakia,SVK,"Apr 20, 2020",42.574
3350,Slovakia,SVK,"Apr 21, 2020",45.945
3351,Slovakia,SVK,"Apr 23, 2020",46.158
3352,Slovakia,SVK,"Apr 24, 2020",46.235
3353,Slovakia,SVK,"Apr 25, 2020",48.595
3354,Slovakia,SVK,"Apr 26, 2020",51.659
3355,Slovakia,SVK,"Apr 27, 2020",53.733999999999995
3356,Slovakia,SVK,"Apr 28, 2020",54.93600000000001
3357,Slovakia,SVK,"Apr 29, 2020",58.77
3358,Slovakia,SVK,"Apr 30, 2020",61.77
3359,Slovakia,SVK,"May 1, 2020",65.238
3360,Slovakia,SVK,"May 2, 2020",67.548
3361,Slovakia,SVK,"May 3, 2020",68.387
3362,Slovakia,SVK,"May 4, 2020",69.46300000000001
3363,Slovakia,SVK,"May 5, 2020",70.675
3364,Slovakia,SVK,"May 6, 2020",73.61399999999999
3365,Slovakia,SVK,"May 7, 2020",76.814
3366,Slovakia,SVK,"May 8, 2020",79.212
3367,Slovakia,SVK,"May 9, 2020",81.355
3368,Slovakia,SVK,"May 10, 2020",82.37700000000001
3369,Slovakia,SVK,"May 11, 2020",82.804
3370,Slovakia,SVK,"May 12, 2020",84.22
3371,Slovenia,SVN,"Mar 12, 2020",67.77199999999999
3372,Slovenia,SVN,"Mar 13, 2020",52.708
3373,Slovenia,SVN,"Mar 14, 2020",42.383
3374,Slovenia,SVN,"Mar 15, 2020",36.275999999999996
3375,Slovenia,SVN,"Mar 16, 2020",33.959
3376,Slovenia,SVN,"Mar 17, 2020",33.826
3377,Slovenia,SVN,"Mar 18, 2020",34.851
3378,Slovenia,SVN,"Mar 19, 2020",37.65
3379,Slovenia,SVN,"Mar 20, 2020",37.649
3380,Slovenia,SVN,"Mar 21, 2020",37.777
3381,Slovenia,SVN,"Mar 22, 2020",35.543
3382,Slovenia,SVN,"Mar 23, 2020",35.918
3383,Slovenia,SVN,"Mar 24, 2020",36.455
3384,Slovenia,SVN,"Mar 25, 2020",36.029
3385,Slovenia,SVN,"Mar 26, 2020",34.79
3386,Slovenia,SVN,"Mar 27, 2020",34.239000000000004
3387,Slovenia,SVN,"Mar 28, 2020",32.836999999999996
3388,Slovenia,SVN,"Mar 29, 2020",30.896
3389,Slovenia,SVN,"Mar 30, 2020",30.785999999999998
3390,Slovenia,SVN,"Mar 31, 2020",31.143
3391,Slovenia,SVN,"Apr 1, 2020",30.537
3392,Slovenia,SVN,"Apr 2, 2020",30.822
3393,Slovenia,SVN,"Apr 3, 2020",30.221999999999998
3394,Slovenia,SVN,"Apr 4, 2020",29.726
3395,Slovenia,SVN,"Apr 5, 2020",28.918000000000003
3396,Slovenia,SVN,"Apr 6, 2020",29.544
3397,Slovenia,SVN,"Apr 7, 2020",30.038
3398,Slovenia,SVN,"Apr 8, 2020",30.155
3399,Slovenia,SVN,"Apr 9, 2020",30.291
3400,Slovenia,SVN,"Apr 10, 2020",30.497
3401,Slovenia,SVN,"Apr 11, 2020",30.044
3402,Slovenia,SVN,"Apr 12, 2020",29.802
3403,Slovenia,SVN,"Apr 13, 2020",29.831
3404,Slovenia,SVN,"Apr 14, 2020",30.622
3405,Slovenia,SVN,"Apr 15, 2020",31.26
3406,Slovenia,SVN,"Apr 16, 2020",31.514
3407,Slovenia,SVN,"Apr 17, 2020",32.003
3408,Slovenia,SVN,"Apr 18, 2020",31.645
3409,Slovenia,SVN,"Apr 19, 2020",31.74
3410,Slovenia,SVN,"Apr 20, 2020",32.313
3411,Slovenia,SVN,"Apr 21, 2020",33.285
3412,Slovenia,SVN,"Apr 22, 2020",34.107
3413,Slovenia,SVN,"Apr 23, 2020",34.751
3414,Slovenia,SVN,"Apr 24, 2020",35.27
3415,Slovenia,SVN,"Apr 25, 2020",35.669000000000004
3416,Slovenia,SVN,"Apr 26, 2020",35.74
3417,Slovenia,SVN,"Apr 27, 2020",35.743
3418,Slovenia,SVN,"Apr 28, 2020",36.679
3419,Slovenia,SVN,"Apr 29, 2020",37.605
3420,Slovenia,SVN,"Apr 30, 2020",38.293
3421,Slovenia,SVN,"May 1, 2020",38.501999999999995
3422,Slovenia,SVN,"May 2, 2020",38.717
3423,Slovenia,SVN,"May 3, 2020",39.01
3424,Slovenia,SVN,"May 4, 2020",39.94
3425,Slovenia,SVN,"May 5, 2020",40.946999999999996
3426,Slovenia,SVN,"May 6, 2020",41.507
3427,Slovenia,SVN,"May 7, 2020",42.146
3428,Slovenia,SVN,"May 8, 2020",42.928000000000004
3429,Slovenia,SVN,"May 9, 2020",43.33
3430,Slovenia,SVN,"May 10, 2020",43.58
3431,Slovenia,SVN,"May 11, 2020",44.301
3432,South Africa,ZAF,"Mar 6, 2020",200.0
3433,South Africa,ZAF,"Mar 12, 2020",65.23100000000001
3434,South Africa,ZAF,"Mar 13, 2020",54.353
3435,South Africa,ZAF,"Mar 14, 2020",42.375
3436,South Africa,ZAF,"Mar 15, 2020",61.5
3437,South Africa,ZAF,"Mar 16, 2020",47.157
3438,South Africa,ZAF,"Mar 17, 2020",46.952
3439,South Africa,ZAF,"Mar 18, 2020",36.118
3440,South Africa,ZAF,"Mar 19, 2020",41.655
3441,South Africa,ZAF,"Mar 20, 2020",42.92
3442,South Africa,ZAF,"Mar 21, 2020",36.22
3443,South Africa,ZAF,"Mar 22, 2020",38.812
3444,South Africa,ZAF,"Mar 23, 2020",46.77
3445,South Africa,ZAF,"Mar 24, 2020",38.629
3446,South Africa,ZAF,"Mar 26, 2020",28.873
3447,South Africa,ZAF,"Mar 27, 2020",30.784000000000002
3448,South Africa,ZAF,"Mar 28, 2020",27.319000000000003
3449,South Africa,ZAF,"Mar 29, 2020",29.986
3450,South Africa,ZAF,"Mar 30, 2020",30.006999999999998
3451,South Africa,ZAF,"Mar 31, 2020",30.974
3452,South Africa,ZAF,"Apr 1, 2020",32.736
3453,South Africa,ZAF,"Apr 2, 2020",34.757
3454,South Africa,ZAF,"Apr 3, 2020",34.446999999999996
3455,South Africa,ZAF,"Apr 4, 2020",35.839
3456,South Africa,ZAF,"Apr 5, 2020",35.882
3457,South Africa,ZAF,"Apr 6, 2020",35.105
3458,South Africa,ZAF,"Apr 8, 2020",36.464
3459,South Africa,ZAF,"Apr 9, 2020",37.33
3460,South Africa,ZAF,"Apr 10, 2020",37.76
3461,South Africa,ZAF,"Apr 11, 2020",37.47
3462,South Africa,ZAF,"Apr 12, 2020",39.49
3463,South Africa,ZAF,"Apr 13, 2020",38.501
3464,South Africa,ZAF,"Apr 14, 2020",38.302
3465,South Africa,ZAF,"Apr 15, 2020",37.48
3466,South Africa,ZAF,"Apr 16, 2020",37.933
3467,South Africa,ZAF,"Apr 17, 2020",38.705
3468,South Africa,ZAF,"Apr 18, 2020",38.879
3469,South Africa,ZAF,"Apr 19, 2020",37.809
3470,South Africa,ZAF,"Apr 20, 2020",38.477
3471,South Africa,ZAF,"Apr 21, 2020",38.466
3472,South Africa,ZAF,"Apr 22, 2020",38.607
3473,South Africa,ZAF,"Apr 23, 2020",39.497
3474,South Africa,ZAF,"Apr 24, 2020",38.55
3475,South Africa,ZAF,"Apr 25, 2020",38.153
3476,South Africa,ZAF,"Apr 26, 2020",38.671
3477,South Africa,ZAF,"Apr 27, 2020",39.259
3478,South Africa,ZAF,"Apr 28, 2020",38.702
3479,South Africa,ZAF,"Apr 29, 2020",39.457
3480,South Africa,ZAF,"Apr 30, 2020",38.791
3481,South Africa,ZAF,"May 1, 2020",38.52
3482,South Africa,ZAF,"May 2, 2020",38.764
3483,South Africa,ZAF,"May 3, 2020",38.786
3484,South Africa,ZAF,"May 4, 2020",37.969
3485,South Africa,ZAF,"May 5, 2020",37.128
3486,South Africa,ZAF,"May 6, 2020",36.896
3487,South Africa,ZAF,"May 7, 2020",37.417
3488,South Africa,ZAF,"May 8, 2020",37.385
3489,South Africa,ZAF,"May 9, 2020",36.434
3490,South Africa,ZAF,"May 10, 2020",36.235
3491,South Africa,ZAF,"May 11, 2020",35.553000000000004
3492,South Africa,ZAF,"May 12, 2020",34.707
3493,South Korea,KOR,"Jan 21, 2020",11.0
3494,South Korea,KOR,"Jan 22, 2020",16.0
3495,South Korea,KOR,"Jan 24, 2020",12.5
3496,South Korea,KOR,"Jan 26, 2020",16.0
3497,South Korea,KOR,"Jan 27, 2020",14.25
3498,South Korea,KOR,"Jan 28, 2020",46.75
3499,South Korea,KOR,"Jan 30, 2020",61.0
3500,South Korea,KOR,"Feb 1, 2020",30.916999999999998
3501,South Korea,KOR,"Feb 2, 2020",28.6
3502,South Korea,KOR,"Feb 4, 2020",37.938
3503,South Korea,KOR,"Feb 5, 2020",39.667
3504,South Korea,KOR,"Feb 6, 2020",38.478
3505,South Korea,KOR,"Feb 7, 2020",47.083
3506,South Korea,KOR,"Feb 8, 2020",70.875
3507,South Korea,KOR,"Feb 9, 2020",93.6
3508,South Korea,KOR,"Feb 10, 2020",102.815
3509,South Korea,KOR,"Feb 11, 2020",129.607
3510,South Korea,KOR,"Feb 12, 2020",181.21400000000003
3511,South Korea,KOR,"Feb 13, 2020",207.03599999999997
3512,South Korea,KOR,"Feb 14, 2020",244.78599999999997
3513,South Korea,KOR,"Feb 15, 2020",268.536
3514,South Korea,KOR,"Feb 16, 2020",273.069
3515,South Korea,KOR,"Feb 17, 2020",272.367
3516,South Korea,KOR,"Feb 18, 2020",298.871
3517,South Korea,KOR,"Feb 19, 2020",226.326
3518,South Korea,KOR,"Feb 20, 2020",152.012
3519,South Korea,KOR,"Feb 21, 2020",95.587
3520,South Korea,KOR,"Feb 22, 2020",56.872
3521,South Korea,KOR,"Feb 23, 2020",37.659
3522,South Korea,KOR,"Feb 24, 2020",37.552
3523,South Korea,KOR,"Feb 25, 2020",41.161
3524,South Korea,KOR,"Feb 26, 2020",40.25
3525,South Korea,KOR,"Feb 27, 2020",36.357
3526,South Korea,KOR,"Feb 28, 2020",35.084
3527,South Korea,KOR,"Feb 29, 2020",29.237
3528,South Korea,KOR,"Mar 1, 2020",27.506
3529,South Korea,KOR,"Mar 2, 2020",26.019000000000002
3530,South Korea,KOR,"Mar 3, 2020",26.154
3531,South Korea,KOR,"Mar 4, 2020",25.658
3532,South Korea,KOR,"Mar 5, 2020",25.415
3533,South Korea,KOR,"Mar 6, 2020",26.215999999999998
3534,South Korea,KOR,"Mar 7, 2020",26.331999999999997
3535,South Korea,KOR,"Mar 8, 2020",26.425
3536,South Korea,KOR,"Mar 9, 2020",26.635
3537,South Korea,KOR,"Mar 10, 2020",27.971
3538,South Korea,KOR,"Mar 11, 2020",28.678
3539,South Korea,KOR,"Mar 12, 2020",29.864
3540,South Korea,KOR,"Mar 13, 2020",31.163
3541,South Korea,KOR,"Mar 14, 2020",32.319
3542,South Korea,KOR,"Mar 15, 2020",32.861
3543,South Korea,KOR,"Mar 16, 2020",33.33
3544,South Korea,KOR,"Mar 17, 2020",34.461
3545,South Korea,KOR,"Mar 18, 2020",35.141999999999996
3546,South Korea,KOR,"Mar 19, 2020",35.846
3547,South Korea,KOR,"Mar 20, 2020",36.6
3548,South Korea,KOR,"Mar 21, 2020",37.221
3549,South Korea,KOR,"Mar 22, 2020",37.291
3550,South Korea,KOR,"Mar 23, 2020",37.723
3551,South Korea,KOR,"Mar 24, 2020",38.573
3552,South Korea,KOR,"Mar 25, 2020",39.17
3553,South Korea,KOR,"Mar 26, 2020",39.492
3554,South Korea,KOR,"Mar 27, 2020",40.394
3555,South Korea,KOR,"Mar 28, 2020",40.929
3556,South Korea,KOR,"Mar 29, 2020",41.129
3557,South Korea,KOR,"Mar 30, 2020",40.906
3558,South Korea,KOR,"Mar 31, 2020",41.95399999999999
3559,South Korea,KOR,"Apr 1, 2020",43.077
3560,South Korea,KOR,"Apr 2, 2020",43.278
3561,South Korea,KOR,"Apr 3, 2020",44.053999999999995
3562,South Korea,KOR,"Apr 4, 2020",44.803999999999995
3563,South Korea,KOR,"Apr 5, 2020",45.055
3564,South Korea,KOR,"Apr 6, 2020",45.391000000000005
3565,South Korea,KOR,"Apr 7, 2020",46.201
3566,South Korea,KOR,"Apr 8, 2020",46.803000000000004
3567,South Korea,KOR,"Apr 9, 2020",47.463
3568,South Korea,KOR,"Apr 10, 2020",48.138999999999996
3569,South Korea,KOR,"Apr 11, 2020",48.85
3570,South Korea,KOR,"Apr 12, 2020",48.956
3571,South Korea,KOR,"Apr 13, 2020",49.231
3572,South Korea,KOR,"Apr 14, 2020",49.928000000000004
3573,South Korea,KOR,"Apr 15, 2020",50.472
3574,South Korea,KOR,"Apr 16, 2020",50.766000000000005
3575,South Korea,KOR,"Apr 17, 2020",51.383
3576,South Korea,KOR,"Apr 18, 2020",52.082
3577,South Korea,KOR,"Apr 19, 2020",52.443999999999996
3578,South Korea,KOR,"Apr 20, 2020",52.748000000000005
3579,South Korea,KOR,"Apr 21, 2020",53.451
3580,South Korea,KOR,"Apr 22, 2020",54.045
3581,South Korea,KOR,"Apr 23, 2020",54.567
3582,South Korea,KOR,"Apr 24, 2020",55.053999999999995
3583,South Korea,KOR,"Apr 25, 2020",55.528999999999996
3584,South Korea,KOR,"Apr 26, 2020",55.769
3585,South Korea,KOR,"Apr 27, 2020",56.031000000000006
3586,South Korea,KOR,"Apr 28, 2020",56.595
3587,South Korea,KOR,"Apr 29, 2020",57.076
3588,South Korea,KOR,"Apr 30, 2020",57.583
3589,South Korea,KOR,"May 1, 2020",57.831
3590,South Korea,KOR,"May 2, 2020",58.215
3591,South Korea,KOR,"May 3, 2020",58.461000000000006
3592,South Korea,KOR,"May 4, 2020",58.691
3593,South Korea,KOR,"May 5, 2020",59.25899999999999
3594,South Korea,KOR,"May 6, 2020",59.513000000000005
3595,South Korea,KOR,"May 7, 2020",60.073
3596,South Korea,KOR,"May 8, 2020",60.512
3597,South Korea,KOR,"May 9, 2020",60.888000000000005
3598,South Korea,KOR,"May 10, 2020",61.053000000000004
3599,South Korea,KOR,"May 11, 2020",61.278999999999996
3600,South Korea,KOR,"May 12, 2020",62.261
3601,Spain,ESP,"Apr 13, 2020",5.603
3602,Spain,ESP,"Apr 23, 2020",5.172999999999999
3603,Spain,ESP,"Apr 30, 2020",6.33
3604,Spain,ESP,"May 7, 2020",7.3389999999999995
3605,Sweden,SWE,"Mar 1, 2020",107.69200000000001
3606,Sweden,SWE,"Mar 8, 2020",35.404
3607,Sweden,SWE,"Mar 15, 2020",15.909
3608,Sweden,SWE,"Mar 22, 2020",14.318
3609,Sweden,SWE,"Mar 29, 2020",10.821
3610,Sweden,SWE,"Apr 5, 2020",8.536
3611,Sweden,SWE,"Apr 12, 2020",7.379
3612,Sweden,SWE,"Apr 19, 2020",6.8660000000000005
3613,Sweden,SWE,"Apr 26, 2020",6.574
3614,Sweden,SWE,"May 3, 2020",6.716
3615,Sweden,SWE,"May 10, 2020",6.848
3616,Switzerland,CHE,"Feb 26, 2020",618.0
3617,Switzerland,CHE,"Feb 27, 2020",843.0
3618,Switzerland,CHE,"Feb 28, 2020",142.25
3619,Switzerland,CHE,"Feb 29, 2020",150.5
3620,Switzerland,CHE,"Mar 1, 2020",120.5
3621,Switzerland,CHE,"Mar 2, 2020",107.375
3622,Switzerland,CHE,"Mar 3, 2020",105.667
3623,Switzerland,CHE,"Mar 4, 2020",105.432
3624,Switzerland,CHE,"Mar 5, 2020",80.193
3625,Switzerland,CHE,"Mar 6, 2020",63.644
3626,Switzerland,CHE,"Mar 7, 2020",29.99
3627,Switzerland,CHE,"Mar 8, 2020",26.523000000000003
3628,Switzerland,CHE,"Mar 9, 2020",25.84
3629,Switzerland,CHE,"Mar 10, 2020",28.564
3630,Switzerland,CHE,"Mar 11, 2020",27.11
3631,Switzerland,CHE,"Mar 12, 2020",27.868000000000002
3632,Switzerland,CHE,"Mar 13, 2020",26.355999999999998
3633,Switzerland,CHE,"Mar 14, 2020",24.509
3634,Switzerland,CHE,"Mar 15, 2020",22.265
3635,Switzerland,CHE,"Mar 16, 2020",16.111
3636,Switzerland,CHE,"Mar 17, 2020",20.174
3637,Switzerland,CHE,"Mar 18, 2020",20.605999999999998
3638,Switzerland,CHE,"Mar 19, 2020",21.311999999999998
3639,Switzerland,CHE,"Mar 20, 2020",18.586
3640,Switzerland,CHE,"Mar 21, 2020",16.214000000000002
3641,Switzerland,CHE,"Mar 22, 2020",13.51
3642,Switzerland,CHE,"Mar 23, 2020",12.65
3643,Switzerland,CHE,"Mar 24, 2020",11.727
3644,Switzerland,CHE,"Mar 25, 2020",11.532
3645,Switzerland,CHE,"Mar 26, 2020",11.285
3646,Switzerland,CHE,"Mar 27, 2020",10.895
3647,Switzerland,CHE,"Mar 28, 2020",10.122
3648,Switzerland,CHE,"Mar 29, 2020",9.574
3649,Switzerland,CHE,"Mar 30, 2020",9.115
3650,Switzerland,CHE,"Mar 31, 2020",8.88
3651,Switzerland,CHE,"Apr 1, 2020",8.916
3652,Switzerland,CHE,"Apr 2, 2020",8.832
3653,Switzerland,CHE,"Apr 3, 2020",8.646
3654,Switzerland,CHE,"Apr 4, 2020",8.461
3655,Switzerland,CHE,"Apr 5, 2020",8.236
3656,Switzerland,CHE,"Apr 6, 2020",8.103
3657,Switzerland,CHE,"Apr 7, 2020",8.197000000000001
3658,Switzerland,CHE,"Apr 8, 2020",8.283
3659,Switzerland,CHE,"Apr 9, 2020",8.354
3660,Switzerland,CHE,"Apr 10, 2020",8.254
3661,Switzerland,CHE,"Apr 11, 2020",8.123
3662,Switzerland,CHE,"Apr 12, 2020",8.027000000000001
3663,Switzerland,CHE,"Apr 13, 2020",7.987
3664,Switzerland,CHE,"Apr 14, 2020",8.062999999999999
3665,Switzerland,CHE,"Apr 15, 2020",8.197000000000001
3666,Switzerland,CHE,"Apr 16, 2020",8.21
3667,Switzerland,CHE,"Apr 17, 2020",8.288
3668,Switzerland,CHE,"Apr 18, 2020",8.323
3669,Switzerland,CHE,"Apr 19, 2020",8.308
3670,Switzerland,CHE,"Apr 20, 2020",8.326
3671,Switzerland,CHE,"Apr 21, 2020",8.452
3672,Switzerland,CHE,"Apr 22, 2020",8.573
3673,Switzerland,CHE,"Apr 23, 2020",8.672
3674,Switzerland,CHE,"Apr 24, 2020",8.773
3675,Switzerland,CHE,"Apr 25, 2020",8.862
3676,Switzerland,CHE,"Apr 26, 2020",8.879
3677,Switzerland,CHE,"Apr 27, 2020",8.954
3678,Switzerland,CHE,"Apr 28, 2020",9.112
3679,Switzerland,CHE,"Apr 29, 2020",9.281
3680,Switzerland,CHE,"Apr 30, 2020",9.401
3681,Switzerland,CHE,"May 1, 2020",9.495
3682,Switzerland,CHE,"May 2, 2020",9.564
3683,Switzerland,CHE,"May 3, 2020",9.615
3684,Switzerland,CHE,"May 4, 2020",9.713
3685,Switzerland,CHE,"May 5, 2020",9.885
3686,Switzerland,CHE,"May 6, 2020",10.052999999999999
3687,Switzerland,CHE,"May 7, 2020",10.193
3688,Switzerland,CHE,"May 8, 2020",10.312000000000001
3689,Switzerland,CHE,"May 9, 2020",10.388
3690,Switzerland,CHE,"May 10, 2020",10.42
3691,Switzerland,CHE,"May 11, 2020",10.484000000000002
3692,Taiwan,TWN,"Mar 6, 2020",308.068
3693,Taiwan,TWN,"Mar 7, 2020",307.889
3694,Taiwan,TWN,"Mar 8, 2020",314.533
3695,Taiwan,TWN,"Mar 9, 2020",325.222
3696,Taiwan,TWN,"Mar 11, 2020",321.10400000000004
3697,Taiwan,TWN,"Mar 12, 2020",335.18800000000005
3698,Taiwan,TWN,"Mar 13, 2020",337.347
3699,Taiwan,TWN,"Mar 14, 2020",319.075
3700,Taiwan,TWN,"Mar 15, 2020",291.847
3701,Taiwan,TWN,"Mar 16, 2020",303.983
3702,Taiwan,TWN,"Mar 17, 2020",280.776
3703,Taiwan,TWN,"Mar 18, 2020",259.922
3704,Taiwan,TWN,"Mar 19, 2020",197.926
3705,Taiwan,TWN,"Mar 20, 2020",210.583
3706,Taiwan,TWN,"Mar 21, 2020",176.333
3707,Taiwan,TWN,"Mar 22, 2020",160.843
3708,Taiwan,TWN,"Mar 23, 2020",156.036
3709,Taiwan,TWN,"Mar 24, 2020",136.718
3710,Taiwan,TWN,"Mar 25, 2020",127.463
3711,Taiwan,TWN,"Mar 26, 2020",121.306
3712,Taiwan,TWN,"Mar 27, 2020",116.62299999999999
3713,Taiwan,TWN,"Mar 28, 2020",112.041
3714,Taiwan,TWN,"Mar 29, 2020",108.75299999999999
3715,Taiwan,TWN,"Mar 30, 2020",103.92200000000001
3716,Taiwan,TWN,"Mar 31, 2020",106.948
3717,Taiwan,TWN,"Apr 1, 2020",104.76100000000001
3718,Taiwan,TWN,"Apr 2, 2020",101.93799999999999
3719,Taiwan,TWN,"Apr 3, 2020",104.54899999999999
3720,Taiwan,TWN,"Apr 4, 2020",102.265
3721,Taiwan,TWN,"Apr 5, 2020",102.53200000000001
3722,Taiwan,TWN,"Apr 6, 2020",107.46799999999999
3723,Taiwan,TWN,"Apr 7, 2020",109.12100000000001
3724,Taiwan,TWN,"Apr 8, 2020",112.54
3725,Taiwan,TWN,"Apr 9, 2020",115.794
